material no.,description,bin no.,val.stock,max.price,value,uom,storage loc
6775,71798633 CHAIN COLLECTOR BOX DC1&2,DEMAG,0,,0,NOS,1060
7123,71898633 CHAIN COLLECTOR BOX DC5,DEMAG,0,,0,NOS,1060
7404,71598633 CHAIN COLLECTOR BOX DC10,DEMAG,2,,"23,184.00",NOS,1060
7593,83602544 MEASURING DEVICE PK-DK,DEMAG,1,,"34,578.00",NOS,1060
7699,71795333 BUFFER SET DC 1 & 2,DEMAG,0,,0,NOS,1060
7700,71895333 BUFFER SET DC 5,DEMAG,0,,0,NOS,1060
8688,CHAIN SET DC/DCM 1/2 H5 FOR DC PRO 1-12,DEMAG,2,,"143,100.00",NOS,1060
8772,HOOK SAFETY CATCH SET FOR DC PRO 5-500,DEMAG,24,,"56,857.20",NOS,1060
8773,HOOK SAFETY CATCH SET FOR DC PRO 10-100,DEMAG,3,,"7,560.00",NOS,1060
9800,84010444 EU/RU 11 DK TROLLEY 1350 KG BE,DEMAG,0,,0,NOS,1060
9801,83952444 CROSSBAR FLANGE 91-143,DEMAG,0,,0,NOS,1060
9802,DMT 250003 STAY BOLT FOR FLANGE 125-183,DEMAG,0,,0,NOS,1060
8901,83437744 CHAIN GUIDE SET DK1,DEMAG-160,0,,0,NOS,1060
8902,83469944 CHAIN 6M LONG,DEMAG-160,0,,0,NOS,1060
8903,12481284 FAN,DEMAG-160,0,,0,NOS,1060
8904,12481184 FAN COVER,DEMAG-160,0,,0,NOS,1060
8905,83407844 PILOT SECTION,DEMAG-160,0,,0,NOS,1060
8906,46980344 PCB,DEMAG-160,0,,0,NOS,1060
8907,47291844 GREASE TUBE,DEMAG-160,0,,0,NOS,1060
8908,83605644 PLUG IN UNIT PG 16,DEMAG-160,0,,0,NOS,1060
8909,83605244 PLUG IN UNIT PG 21 BLIND,DEMAG-160,0,,0,NOS,1060
8910,60080699 COUNTER NUT PG 21,DEMAG-160,0,,0,NOS,1060
8911,83412044 HOOD SHORT DK1,DEMAG-160,0,,0,NOS,1060
8912,36714599 O-RING,DEMAG-160,0,,0,NOS,1060
8913,83422144 SEAL DK1,DEMAG-160,0,,0,NOS,1060
408,56022644 THR. RING 7.6 13/3P,DEMAG-1T,0,,0,NOS,1060
410,56022744 THR. RING 7.9 13/3P,DEMAG-1T,0,,0,NOS,1060
1044,56022844 THR. RING 8.2 13/3P,DEMAG-1T,0,,0,NOS,1060
1045,01105844 SPECIAL GREASE,DEMAG-1T,0,,0,NOS,1060
1647,56379244 ROTOR + BRAKE DISC,DEMAG-1T,0,,0,SET,1060
18517,26011933 WEAR & TEAR SET B007 (1000 KG),DEMAG-1T,6,,"124,200.00",NOS,1060
4917,56022544 THR. RING 7.3 13/3P,DEMAG-1T,0,,0,NOS,1060
8278,XCR-F17 LIMIT SWITCH H/D SNAP ACTION,DEMAG-1T,2,,"9,309.96",NOS,1060
8358,MAKE LATCHING BLOCK CONTACTOR 9-32AMP,DEMAG-1T,0,,0,NOS,1060
8359,XCMB5102 LIMIT SWITCH TELEMAKE,DEMAG-1T,1,,"1,049.76",NOS,1060
10182,26096233 WEAR AND TEAR SET B003,DEMAG-3.2T,5,,"60,720.00",NOS,1060
12539,26089484 RECTIFIER GS,DEMAG-3.2T,2,,"24,092.00",NOS,1060
15132,71198033 COVER SUB ASSEMBLY SET DR 3.2T,DEMAG-3.2T,1,,"222,000.00",NOS,1060
16773,26097533 WEAR AND TEAR SET B020,DEMAG-3.2T,1,,"9,787.00",NOS,1060
16774,26021033 BRAKE SPRING SET B020,DEMAG-3.2T,0,,0,NOS,1060
16775,26028533 MAGNET BODY SET B020 180V,DEMAG-3.2T,1,,"24,960.00",NOS,1060
16776,26097133 OVERHAULING SET B020/ZB 80,DEMAG-3.2T,1,,"18,713.00",NOS,1060
16777,26001033 BRAKE SPRING SET B003,DEMAG-3.2T,1,,"5,292.00",NOS,1060
16778,26005033 MAGNET BODY SET B003 180V,DEMAG-3.2T,1,,"10,439.00",NOS,1060
100345,LT GEARED MOTOR ZBF80A8/2 + GEAR BOX,DEMAGEKDR3,2,,"589,266.00",NOS,1060
100711,CT GEARED MOTOR ZBA71B4DR3 + GEAR BOX,DEMAGEKDR3,1,,"283,286.00",NOS,1060
15916,"72006833 CONTROL CABLE VSTRG 10M""",DEMAGEKDR3,1,,"31,637.00",NOS,1060
15917,70057033 GUIDE ROLLER EKDR-3,DEMAGEKDR3,1,,"18,450.00",SET,1060
15919,26097633 OVERHAULING SET B050/ZB100,DEMAGEKDR3,0,,0,SET,1060
15920,26098033 WEAR AND TEAR SET B050,DEMAGEKDR3,1,,"14,675.00",SET,1060
16909,70190533 LIFTING MOTOR SET ZBR100C12/2V,DEMAGEKDR3,1,,"316,118.00",NOS,1060
10190,E05040005 TRANSFORMER 40VA 415V-48,DEMAGHOIST,3,,"2,562.75",NOS,1060
10270,DSC 77330044 PENDENT CONTROLLER,DEMAGHOIST,0,,0,NOS,1060
10532,CONICAL ROTOR BRAKE MOTOR 13/3PF2,DEMAGHOIST,0,,0,NOS,1060
10537,70599033 FAN COVER SET Z-63/71,DEMAGHOIST,0,,0,NOS,1060
10538,70398733 FAN COVER SET Z-100,DEMAGHOIST,0,,0,NOS,1060
10550,87635644 CURRENT COLLECTOR,DEMAGHOIST,3,,"6,939.00",NOS,1060
10582,87661444 DCL 6 WAY 50A BUS BAR 8M,DEMAGHOIST,0,,0,NOS,1060
10583,87669344 JOINT KIT  2 DCL BUS BAR 4M,DEMAGHOIST,0,,0,NOS,1060
10584,87677844 DCL 6 WAY CURR.COLLECT CARRIAG,DEMAGHOIST,0,,0,NOS,1060
10588,83537733 CHAIN GUIDE SET DKUN-2,DEMAGHOIST,0,,0,NOS,1060
10610,71887133 BRAKE SET 180V,DEMAGHOIST,1,,"43,020.00",NOS,1060
11834,72065083 CONTROL TRANSFORMER,DEMAGHOIST,0,,0,NOS,1060
11969,71895033 CHAIN SET DC 5 H5,DEMAGHOIST,0,,0,NOS,1060
12299,SPRING BUFFER 250 KG,DEMAGHOIST,24,,"34,992.00",NOS,1060
12300,SPRING BUFFER 500 KG,DEMAGHOIST,25,,"36,450.00",NOS,1060
12301,SPRING BUFFER 1000 KG,DEMAGHOIST,4,,"1,352.64",NOS,1060
12302,LIMIT STOP 250 KG,DEMAGHOIST,14,,"13,459.60",NOS,1060
12303,LIMIT STOP 500 KG,DEMAGHOIST,20,,"19,323.00",NOS,1060
12304,LIMIT STOP 1000 KG,DEMAGHOIST,9,,"8,695.35",NOS,1060
12313,71736145 GEARED LIMIT SWITCH DC-PRO-2,DEMAGHOIST,1,,"83,300.00",NOS,1060
13904,98211044 TRAVEL UNIT WITH BOLT KBK-II,DEMAGHOIST,3,,"25,200.00",NOS,1060
16618,71895133 CHAIN SET DC 5 8M,DEMAGHOIST,7,,"477,337.56",SET,1060
16619,71598033 HOOK SET DC PRO 10 1000 KG,DEMAGHOIST,1,,"32,349.80",SET,1060
4709,71898033 HOOK FITTING SET DC5,DEMAGHOIST,1,,"22,215.00",NOS,1060
4715,7513033 MOTOR SET KBH 125 B4 DH 500,DEMAGHOIST,0,,0,NOS,1060
5368,82380233 ROPE GUIDE LEFT 5-6/14,DEMAGHOIST,0,,0,NOS,1060
5369,82349133 WIRE ROPE DH 500 H20 4/1,DEMAGHOIST,0,,0,NOS,1060
5370,7979133 BRAKE SET LIGHT KB 125,DEMAGHOIST,0,,0,NOS,1060
5371,ZBF 63A 8/2 B003 B14 1,DEMAGHOIST,1,,"85,538.04",NOS,1060
5372,GEARED LIMIT SWITCH SET DGS 4-142,DEMAGHOIST,0,,0,NOS,1060
5444,85514344 SLIDING BLOCK KBK-I,DEMAGHOIST,20,,"3,619.60",NOS,1060
5489,56307344 CLUSTER GEAR Z103M1 Z18M2,DEMAGHOIST,1,,"23,997.36",NOS,1060
5490,"71885033 FAN SET DC-5, 500KG",DEMAGHOIST,1,,"9,064.00",NOS,1060
5494,71657133 MOTOR E-11,DEMAGHOIST,1,,"51,977.64",NOS,1060
5522,"SERVICE HOOD SET DC-5,P/N 71892033",DEMAGHOIST,2,,"14,112.00",NOS,1060
5560,G2R-2 DC24 PCB RELAY 24VDC,DEMAGHOIST,2,,682.72,NOS,1060
5707,85113244 DOUBLE TROLLEY KBKII,DEMAGHOIST,4,,"121,285.56",NOS,1060
5708,LOAD TROLLEY/SINGLE TROLLEY (KBK-I),DEMAGHOIST,0,,0,NOS,1060
6174,66500944 GREASE GP00H-30 SPEZIAL,DEMAGHOIST,0,,0,NOS,1060
6264,21880084 TERMINAL BOX COVER Z63-80,DEMAGHOIST,0,,0,NOS,1060
6265,00465498 LOCK WASHER S5,DEMAGHOIST,3,,890.97,NOS,1060
6266,20871584 FAN COVER SET ZB63/71DG,DEMAGHOIST,1,,"18,654.41",NOS,1060
6267,34251544 TELERANCE RING  10x10,DEMAGHOIST,0,,0,NOS,1060
6268,83529444 BASE PLATE CHAIN GUIDE SET,DEMAGHOIST,1,,"13,188.94",NOS,1060
7031,98232544 SLIDING BLOCK KBK-II,DEMAGHOIST,20,,"4,000.00",NOS,1060
7032,71888033 LIMIT SWITCH 500KG,DEMAGHOIST,2,,"19,440.00",NOS,1060
7126,SERVICE HOOD SET DC-2 PART NO.71792033,DEMAGHOIST,2,,"14,580.00",NOS,1060
7672,XACA 12-WAY PENDENT CONTROL,DEMAGHOIST,1,,"8,954.22",NOS,1060
8390,CURRENT COLLECTOR 87368544 KBK 2R,DEMAGHOIST,2,,"65,340.00",NOS,1060
8828,83569944 CHAIN 4.2x12.2 FOR DKUN-2,DEMAGHOIST,0,,0,M,1060
8830,26094384 BRAKE CONTROL GF 0.8A,DEMAGHOIST,3,,"72,251.01",NOS,1060
9009,84010444  EU11 CARRIAGE W/O CROSS BAR,DEMAGHOIST,0,,0,NOS,1060
9028,EUDDK TROLLEY  WITHOUT MOTOR,DEMAGHOIST,0,,0,NOS,1060
9029,8408744 CLICK FIT TROLLEY,DEMAGHOIST,0,,0,NOS,1060
9047,"56306144 MOTOR 13/3 PKF2, 415V 50HZ",DEMAGHOIST,0,,0,NOS,1060
9088,E3G-ML79 PHOTO SENSOR OMRON,DEMAGHOIST,0,,0,NOS,1060
9824,DMK6A0390 MOTOR COVER WITH BRAKE LINING,DEMAGND61,0,,0,NOS,1060
10181,26096033 OVERHAULING SET B003,DEMATIC,2,,"17,558.42",NOS,1060
10183,26013084 MASKING TAPE B007,DEMATIC,2,,"4,286.04",NOS,1060
10436,DMK110010 EXTRACTOR (DMK11C010),DEMATIC,0,,0,NOS,1060
8382,CAD32B7 CONTROL RELAY (D) 24VAC,DEMATIC,0,,0,NOS,1060
8383,CA2KN22B7 CONTROL RELAY,DEMATIC,0,,0,NOS,1060
8385,LC1D18B7 POWER CONTACTOR 24VAC,DEMATIC,10,,"9,487.20",NOS,1060
8386,LA6-DK10B MECHANICAL LATCH BLOCK,DEMATIC,4,,"8,179.44",NOS,1060
8387,LA2KT2E ON DELAY ELECTRONIC TIMER,DEMATIC,0,,0,NOS,1060
8388,LAD-8N11 ADD ON BLOCK 1NO+1NC (SIDE),DEMATIC,0,,0,NOS,1060
8826,87658144 DCL4 CURRENT COLLECTOR TROLLEY,DEMATIC,2,,"43,462.00",NOS,1060
8827,CF8 CLICK FIT TROLLEY,DEMATIC,0,,0,NOS,1060
8829,83584144 BOOTOM HOOK BLOCK ASSY. FOR DK,DEMATIC,1,,"30,997.87",NOS,1060
8831,BRAKE UNIT FOR ZBF 63A 8/2 B003,DEMATIC,0,,0,NOS,1060
8832,87533766 MOTOR END COVER DMK1,DEMATIC,0,,0,NOS,1060
8833,DMK 260360 MOTOR END COVER DMK2,DEMATIC,0,,0,NOS,1060
8834,DMK 460360 MOTOR END COVER DMK4,DEMATIC,0,,0,NOS,1060
8835,DMK 010 MOS HOOK SAFETY CATCH DMK1,DEMATIC,0,,0,NOS,1060
8836,DMK 020 MOS HOOK SAFETY CATCH DMK2,DEMATIC,0,,0,NOS,1060
8837,DMK 100 MOS HOOK SAFETY CATCH DMK4,DEMATIC,0,,0,NOS,1060
8838,DMK 4BOS10 HOOK FOR DMK4,DEMATIC,0,,0,NOS,1060
8839,K10280BS2 CHAIR FOR DMK4 7MTR.,DEMATIC,0,,0,M,1060
8840,34220099 SPRING CLIP FOR KBK1,DEMATIC,10,,298.2,NOS,1060
8841,34220199 SPRING CLIP FOR KBK2,DEMATIC,25,,958.5,NOS,1060
8842,98049744 COMPLETE SET OF SUSPENSION KBK,DEMATIC,8,,"55,684.80",NOS,1060
8843,98013044 INTERNAL BUFFER KBK-1,DEMATIC,10,,"3,780.00",NOS,1060
8844,98435544 INTERNAL BUFFER KBK 11L,DEMATIC,0,,0,NOS,1060
8845,98212044 INTERNAL BUFFER KBK II,DEMATIC,2,,"2,343.10",NOS,1060
9252,DMK 450 390 SS BRAKE SHOE  (DMK4 HOIST),DEMATIC,0,,0,NOS,1060
15733,6159175430 CABLE EME CVI 15M,DESOUTTER,1,,"168,103.93",NOS,1060
17373,VACCUM SYSTEM FOR AXEL LINE Z580000-B,DIFF-WASH,0,,0,NOS,1060
19523,AL PROFILE 40x80x1450L WITH LOCATOR,DIFF-WASH,0,,0,SET,1060
21047,Z58700308 1/2 PINCH VALVE (TCNOPLMR BOD,DIFF-WASH,1,,"4,831.43",NOS,1060
21048,Z58800605 VACCUM EJECTOR,DIFF-WASH,1,,"2,631.10",NOS,1060
21049,VTF-38-IN VACCUM FILTER,DIFF-WASH,2,,"1,517.24",NOS,1060
21050,"04130004 MV23 00 12 CHECK VALVE 1/2""",DIFF-WASH,1,,624.99,NOS,1060
4528,SEAL KIT 70MM BORE DUCNCAL,DIP-WASH,0,,0,NOS,1060
4529,SEAL KIT 150MM BORE 600MM STR.DUNCA,DIP-WASH,0,,0,NOS,1060
4530,SEAL KIT 40MMBORE X 600MM STR.DUNCA,DIP-WASH,0,,0,NOS,1060
13793,SPRING BUFFER 630 KG dkun,DKUN-630,8,,"3,200.00",NOS,1060
16800,13389533 BRAKE LINING SUPPORT SET KM80,DKUN-630,2,,"50,995.20",NOS,1060
16801,13361333 END SHIELD SET BS KM80,DKUN-630,2,,"67,728.00",NOS,1060
557,CATION RESIN,DM-PLANT,0,,0,KG,1060
558,ANION RESIN,DM-PLANT,0,,0,KG,1060
2515,CONDUCTIVITY METER 0-40 MICRO SIEM,DM-PLANT,0,,0,NOS,1060
3932,PVC CONNECTOR 30NB,DM-PLANT,0,,0,NOS,1060
903,TEFLON PACKING OF DOSING PUMP,DOSEPUMP,0,,0,SET,1060
17567,TWIN SPINDLE FOR AFD WITH FIXED CD 90 M,DRILL M/C,1,,"80,910.00",NOS,1060
7601,"TIMING BELT T5P330JA P-5,L-330,W-18,T-2",DRILL M/C,2,,"2,008.90",NOS,1060
102,V210-11W-1A-12-S214 VANE PUMP,DRILL-SPM,4,,"27,208.00",NOS,1060
100420,AIR FILTER 800 x 795 x 25 MM,DRILL-SPM,0,,0,NOS,1060
11572,1P-6SN1123-1AA00-OBA2 LT MODULE,DRILL-SPM,0,,0,NOS,1060
12644,LINEAR BALL BEARING KH 2030 INA MAKE,DRILL-SPM,0,,0,NOS,1060
13792,6SN1145-1AA01-0AA2 10/25 KW MODULE 611,DRILL-SPM,2,,"273,327.28",NOS,1060
13887,AC BEARING BSB025062 3UM P4 SRI H5,DRILL-SPM,0,,0,NOS,1060
13888,DEEP GROOVE BALL BEARING 6205 TBR12 P4,DRILL-SPM,1,,"7,224.00",NOS,1060
14105,48261520204 LEVER,DRILL-SPM,0,,0,NOS,1060
1677,"PRESSURE RELIEF VALVE CT-06-C-10 3/4""",DRILL-SPM,2,,"8,434.46",NOS,1060
16914,ONLINE COMO KIT,DRILL-SPM,0,,0,SET,1060
1694,V210-6-1A-12-S214 VANE PUMP VICKERS,DRILL-SPM,2,,"13,604.00",NOS,1060
7451,6FC5247-0AA18-0AA0 BATTERY,DRILL-SPM,0,,0,NOS,1060
14237,3RK1305-0AS010AA0 200D DRIVE COM MODULE,DUPLICATE,0,,0,NOS,1060
10893,255003 LOSS PLATE INNER & OUTER,DYNO-AG275,0,,0,NOS,1060
1570,936720 SOLENOID VALVE FOR FG-100,DYNO-FG100,0,,0,NOS,1060
8658,BM7012 FG-100C ANALOG BOARD,DYNO-FG100,0,,0,NOS,1060
8659,970619 PRESSURE TRANSDUCER 0-70 MBAR,DYNO-FG100,0,,0,NOS,1060
100631,934980 LOAD CELL-700 Kg SENSTRONICS MAK,DYNOAG250,0,,0,NOS,1060
100632,243007 LOSS PLATE INNER & OUTER,DYNOAG250,0,,0,NOS,1060
100642,243404 THERMOCOUPLE FOR BEARING,DYNOAG250,0,,0,NOS,1060
100657,BM7541 MOTHER BOARD TC/PMC,DYNOAG250,0,,0,NOS,1060
12186,ITAT000196 FLEXIBLE SHAFT COUPLING,DYNOAG250,0,,0,NOS,1060
14645,243317 LOAD CELL BOLT WITH SPACER,DYNOAG250,0,,0,NOS,1060
3403,243204 O-RING PIPE (AG-250),DYNOAG250,0,,0,NOS,1060
4788,O-RING SET FOR AG-250,DYNOAG250,0,,0,NOS,1060
8782,933725 SOLENOID VALVE FOR FG-100,DYNOAG250,0,,0,NOS,1060
9045,936255 CARDEN SHAFT FOR DOCKING SYSTEM,DYNOAG250,0,,0,NOS,1060
9100,515235 DOCKING PEDESTAL ASSY.,DYNOAG250,0,,0,NOS,1060
9857,243213 AG-250 DYNO FIELD COIL,DYNOAG250,0,,0,NOS,1060
100491,PARALLEL INDICATOR FOR FG100,DYNOEC38,0,,0,NOS,1060
100630,207341 TENSION SPRING DYNO POSITION,DYNOEC38,0,,0,NOS,1060
100633,Timing belt - 934758,DYNOEC38,0,,0,NOS,1060
100634,Non return valve-933750,DYNOEC38,0,,0,NOS,1060
100635,SS hose pipe - 515368,DYNOEC38,0,,0,NOS,1060
100636,Solenoid valve - 933489,DYNOEC38,0,,0,NOS,1060
100637,Level indicator - 934479,DYNOEC38,0,,0,NOS,1060
100639,Level switch - 404321,DYNOEC38,0,,0,NOS,1060
100640,Timing belt - 934877,DYNOEC38,0,,0,NOS,1060
100641,243418 THERMOCOUPLE,DYNOEC38,0,,0,NOS,1060
100645,Cap screw oneset containing 16nos.93444,DYNOEC38,0,,0,NOS,1060
100646,Cap screw oneset containing 16nos.93444,DYNOEC38,0,,0,NOS,1060
100647,Copper washer one set containing 50 nos,DYNOEC38,0,,0,NOS,1060
100648,QRC for water-924428/29,DYNOEC38,0,,0,NOS,1060
100649,BM7441 LOGIC BOARD FG-100C,DYNOEC38,0,,0,NOS,1060
100650,DAC card (PCL 208)-977241,DYNOEC38,0,,0,NOS,1060
100651,I/O card-977230,DYNOEC38,0,,0,NOS,1060
100652,PC interface board-BM7457,DYNOEC38,0,,0,NOS,1060
100653,Digital temperature indicator-976229,DYNOEC38,0,,0,NOS,1060
100654,Digital pressure indicator-977315,DYNOEC38,0,,0,NOS,1060
100658,BM8467 THROTTLE POSITION CARD,DYNOEC38,0,,0,NOS,1060
100659,BM85251 TP-8525A CARD,DYNOEC38,0,,0,NOS,1060
100660,Power supply 5 amp-977579,DYNOEC38,0,,0,NOS,1060
100662,MS 70 board-BM7145,DYNOEC38,0,,0,NOS,1060
100664,BM8453 TP-8453 CARD (F-V CONVERTOR),DYNOEC38,0,,0,NOS,1060
100665,Thyristor stack card-BM8441,DYNOEC38,0,,0,NOS,1060
100667,BM7543 POWER SUPPLY CARD,DYNOEC38,0,,0,NOS,1060
100669,Lamp14V 80mA -785698,DYNOEC38,0,,0,NOS,1060
100670,Load cell amplifier card-BM8490,DYNOEC38,0,,0,NOS,1060
100671,Module speed control amplifier - BM8444,DYNOEC38,0,,0,NOS,1060
100672,Glass tube-612409,DYNOEC38,0,,0,NOS,1060
100673,Screen,DYNOEC38,0,,0,NOS,1060
100674,FEED BACK POTENTIOMETER 1 TURN 1K-^-,DYNOEC38,0,,0,NOS,1060
100675,Soft pad-515405,DYNOEC38,0,,0,NOS,1060
100676,Soft pad-866309,DYNOEC38,0,,0,NOS,1060
100677,Soft pad-866310,DYNOEC38,0,,0,NOS,1060
100678,921743 DIFF. PRESSURE SWITCH 12 BAR,DYNOEC38,0,,0,NOS,1060
100680,Dial small - 785636,DYNOEC38,0,,0,NOS,1060
100681,Dial big-785578,DYNOEC38,0,,0,NOS,1060
10367,BM2438 SHAFT  &  ROTOR ASSY.,DYNOEC38,0,,0,NOS,1060
15116,THYRISTOR STACK CARD AD928700,DYNOEC38,0,,0,NOS,1060
1548,S.S. CORGTD.HOSE WITH M.S.FLANGE,DYNOEC38,1,,"6,844.28",NOS,1060
1901,IN LINE FILTER ELEMENT,DYNOEC38,0,,0,NOS,1060
1996,LOAD CELL CAP  500 KG MODEL UL 52,DYNOEC38,0,,0,NOS,1060
1998,227001 LOSS PLATE INNER -EC-38 DYNO,DYNOEC38,0,,0,NOS,1060
1999,THERMO COUPLE FOR LOSS PLATE-EC-38,DYNOEC38,0,,0,NOS,1060
3274,SELECTOR SWITCH 2 POSITION P2AS2-2P,DYNOEC38,23,,"3,902.41",NOS,1060
3316,TIME CLOCK SFY 50A INCON MAKE,DYNOEC38,0,,0,NOS,1060
3317,DIGITAL DPM INDICATOR 976220,DYNOEC38,0,,0,NOS,1060
3332,DIGITAL TEMP INDICATOR ( 976228),DYNOEC38,0,,0,NOS,1060
3334,DIGITAL RPM INDICATOR(976213),DYNOEC38,0,,0,NOS,1060
3335,MAIN PCB ECCON BM 7380,DYNOEC38,0,,0,NOS,1060
3336,THYRE STER PCB FOR ECON CONLR970175,DYNOEC38,0,,0,NOS,1060
3337,ASSEMBLED PCB TP 8490,DYNOEC38,0,,0,NOS,1060
3338,ASSEMBLED PCB TP 8444,DYNOEC38,0,,0,NOS,1060
3339,ASSEMBLED PCB TP 8448,DYNOEC38,0,,0,NOS,1060
3340,ASSEMBLED PCB TP 8525,DYNOEC38,0,,0,NOS,1060
3341,ANALOGUE RPM INDICATOR 970718,DYNOEC38,0,,0,NOS,1060
3342,PRESSURE SNITCH 933758,DYNOEC38,0,,0,NOS,1060
3343,10 TURN POTTENTIONMETER 5775249,DYNOEC38,0,,0,NOS,1060
3346,POTENTIO METER FOR EREC,DYNOEC38,0,,0,NOS,1060
3347,POTENTIOMETER FOR DIA SETTING,DYNOEC38,0,,0,NOS,1060
3354,THERMOSTAT FOR VOLTAS-40/80 WATER C,DYNOEC38,0,,0,NOS,1060
3401,"CONTROL X-MER 230/20-02-20,0-25 SAJ",DYNOEC38,0,,0,NOS,1060
3671,O RING KIT FOR DYNAMO METER EC38,DYNOEC38,0,,0,SET,1060
4264,MAGNETIC PULSE PICK UP WITH CABLE,DYNOEC38,0,,0,NOS,1060
4783,GREASE CUP (CODE NO 920616),DYNOEC38,0,,0,NOS,1060
4784,785376 PULSE PICKUP WITH CABLE,DYNOEC38,0,,0,NOS,1060
4785,CAP SCREW FOR THERMO COUPLE 922527,DYNOEC38,0,,0,NOS,1060
4786,935111 O-RING FOR LOSS PLATE,DYNOEC38,0,,0,NOS,1060
4787,935113  O-RING FOR LOSS PLATE,DYNOEC38,0,,0,NOS,1060
4789,O-RING SET FOR EC-38,DYNOEC38,0,,0,NOS,1060
4936,FIELD COIL ASSEMBLY PNO.230316,DYNOEC38,0,,0,NOS,1060
5303,THERMO COUPLE K-TYPE 0-1000 DEG 6x60x3/,DYNOEC38,0,,0,NOS,1060
7038,EXCITATION METER 970723,DYNOEC38,0,,0,NOS,1060
7098,BALL BEARING 6028,DYNOEC38,0,,0,NOS,1060
7940,SOL.VALVE FLOCON 240VAC 1BSP 10KG/CM2,DYNOEC38,0,,0,NOS,1060
7941,PCB 970185 FOR FC METER,DYNOEC38,0,,0,NOS,1060
8439,02109330 OIL SEAL,DYNOEC38,0,,0,NOS,1060
8441,230303 COUPLING SPACER,DYNOEC38,0,,0,NOS,1060
8442,978553 MAIN BEARING,DYNOEC38,0,,0,NOS,1060
8443,930476 TRUNNION BEARING,DYNOEC38,0,,0,NOS,1060
8444,MAIN SHAFT,DYNOEC38,0,,0,NOS,1060
8546,BM0552 CALIBRATION KIT,DYNOEC38,0,,0,NOS,1060
8780,230309  INSERTS,DYNOEC38,0,,0,NOS,1060
8781,935140 O-RING,DYNOEC38,0,,0,NOS,1060
8783,935448 SS BOLT M10 x 65,DYNOEC38,0,,0,NOS,1060
8784,935449 SS BOLT M10 x 20,DYNOEC38,0,,0,NOS,1060
8785,923923 COPPER WASHER,DYNOEC38,0,,0,NOS,1060
8866,SCALGUN SAF POWDER,DYNOEC38,0,,0,KG,1060
9046,971438 INSPECTION LAMP,DYNOEC38,0,,0,NOS,1060
9178,BM8468  THROTTLE POWER CARD,DYNOEC38,0,,0,NOS,1060
9259,937706 CHARGE AIR COOLER WATER COOLED,DYNOEC38,0,,0,NOS,1060
9366,402308 LEVER,DYNOEC38,0,,0,NOS,1060
9367,402405 SCREWED FORK,DYNOEC38,0,,0,NOS,1060
9368,35-922706 CUP WASHER M-12,DYNOEC38,0,,0,NOS,1060
9369,515405 VIBRATION PAD,DYNOEC38,0,,0,NOS,1060
9370,515495 VIBRATION  ISOLATION PAD,DYNOEC38,0,,0,NOS,1060
9793,935108 O-RING,DYNOEC38,0,,0,NOS,1060
9861,BM 8465 TP-8465 CARD,DYNOEC38,0,,0,NOS,1060
12249,LM BLOCK HGW 45CC ZOC,ED CB EMS,15,,"76,125.00",NOS,1060
12250,GUIDE ROLLER (ITEM NO 2-N04-0500-009),ED CB EMS,20,,"95,642.00",NOS,1060
20470,2513320 BAR CODE HOLDER BCB,ED CB EMS,50,,"18,000.00",NOS,1060
101333,"PP BAG FILTER 25 MICRON 7"" X 32""",ED-LINE,100,,"17,000.00",NOS,1060
11875,HTFL-BL130007-00 CRANK CASE HEATER,ED-LINE,0,,0,NOS,1060
11876,RCDR-098S-00 FILTER DRIER,ED-LINE,0,,0,NOS,1060
11877,RCEXV-0000005-00 EXPANSION VALVE,ED-LINE,0,,0,NOS,1060
11878,RCPR-LCB-DA80-00 PRESSURE CONTROL,ED-LINE,0,,0,NOS,1060
11879,SPPC-T011-00 HI PRESSURE SWITCH,ED-LINE,0,,0,NOS,1060
11880,BFAX-ALF003-00 FAN BLADE,ED-LINE,0,,0,NOS,1060
11881,RCSC-EVR3-00 SOLENOID COIL EVR3/EVR6,ED-LINE,1,,"1,437.15",NOS,1060
11882,RCSL-EVR25-00 SOLENOID VALVE EVR25,ED-LINE,0,,0,NOS,1060
11883,EBMBZ0150 THERMISTOR PROBE (SENSOR),ED-LINE,1,,"2,295.00",NOS,1060
11884,SAMCON-4C CONTROLLER OF CHILLER,ED-LINE,0,,0,NOS,1060
11914,MEMBRANE TM720-370-8040 MAKE TORAY,ED-LINE,0,,0,NOS,1060
12540,"ANALOG INTERFACING CARD 4C-5677,CR-6314",ED-LINE,0,,0,NOS,1060
12551,CR 4272 4E-861 POWER SUPPLY CARD 24V,ED-LINE,0,,0,NOS,1060
12552,SCR INDICATING FUSE,ED-LINE,0,,0,NOS,1060
12553,SYNC TRANSFORMER TDA5529,ED-LINE,0,,0,NOS,1060
12554,"HR 147/1, 4 C 5327, CR 5752 PAM CARD",ED-LINE,0,,0,NOS,1060
12555,RELAY MODULE 24V DC,ED-LINE,0,,0,NOS,1060
12556,RELAY DRIVER CARD,ED-LINE,0,,0,NOS,1060
12792,CLS21-L1E4A CONDUCTIVITY PROBE,ED-LINE,1,,"79,212.17",NOS,1060
12921,DC/DC TRANSDUCER INPUT 0-75 OUTPUT 0-10,ED-LINE,0,,0,NOS,1060
12922,TRANSFORMER TDA5357/1,ED-LINE,0,,0,NOS,1060
12923,TRANSFORMER TDA5566,ED-LINE,0,,0,NOS,1060
12924,TRANSFORMER TDA5951/1,ED-LINE,0,,0,NOS,1060
